,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Cart_de_Credito,Depositos,Patrim_Liq,Result_Int_Financ_12m,Rec_Servicos_12m,Lucro_Liquido_12m,Result_Int_Financ_3m,Rec_Servicos_3m,Lucro_Liquido_3m,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Receita_Liquida_12m,EBIT_12m,Receita_Liquida_3m,EBIT_3m
ENMT4,ON,ENERGISA MT ON,Energia Elétrica,Energia Elétrica,82.50,2023-01-27,75.54,82.50,5763,18062700000,22158300000,2022-09-30,218942000,1491,532,923,242,154,3068,-357,4.3%,1009,1133,16.1%,553,1551,29.9%,26.2%,16.2%,16.7%,18.4%,35.7%,122,139,064,11717600000,,,3395870000,,,1211500000,,,223845000,608288000,3262960000,4703880000,4095590000,7460510000,1956270000,1742680000,418842000
EPAR3,ON,EMBPAR S/A ON,Comércio,Material de Transporte,9.56,2023-02-10,9.21,17.47,11737,142071000,172124000,2022-09-30,14861000,236,152,195,013,053,179,456,0.0%,209,237,43.3%,406,628,19.6%,6.4%,5.3%,27.1%,40.2%,64.6%,163,071,422,268311000,,,93395000,,,60296000,,,24991000,35925000,206047000,65978000,30053000,1132370000,72698000,518479000,35520000
EQMA3B,ON MB,CEMAR ON MB,Energia Elétrica,Energia Elétrica,23.01,2023-02-10,23.01,39.99,13203,3777870000,5177470000,2022-09-30,164184000,636,119,329,074,048,575,-161,8.8%,376,451,9.5%,362,1926,30.5%,22.6%,11.7%,14.5%,17.3%,18.8%,137,069,064,7923740000,,,3161970000,,,593683000,,,92948000,776745000,2412780000,2176340000,1399600000,5080380000,1146980000,1208350000,215365000
EQPA3,ON,EQTL PARA ON,Energia Elétrica,Energia Elétrica,6.17,2023-02-10,4.12,6.80,158231,13630000000,15930100000,2022-09-30,2209070000,985,313,582,158,107,810,-372,14.3%,584,681,13.1%,063,197,32.2%,27.1%,16.0%,18.4%,23.8%,31.8%,156,097,068,12708400000,,,4349990000,,,1383290000,,,368115000,1934190000,4691950000,4234360000,2300160000,8641970000,2340600000,2060660000,492615000
EQPA5,PNA,EQTL PARA PNA,Energia Elétrica,Energia Elétrica,8.64,2023-01-02,5.39,8.64,75,19086400000,21386600000,2022-09-30,2209070000,1380,439,815,221,150,1134,-521,10.2%,784,914,13.1%,063,197,32.2%,27.1%,16.0%,18.4%,23.8%,31.8%,156,097,068,12708400000,,,4349990000,,,1383290000,,,368115000,1934190000,4691950000,4234360000,2300160000,8641970000,2340600000,2060660000,492615000
EQPA6,PNB,EQTL PARA PNB,Energia Elétrica,Energia Elétrica,10.69,2022-03-07,10.69,10.69,0,23615000000,25915200000,2022-09-30,2209070000,1707,543,1009,273,186,1403,-644,8.3%,950,1107,13.1%,063,197,32.2%,27.1%,16.0%,18.4%,23.8%,31.8%,156,097,068,12708400000,,,4349990000,,,1383290000,,,368115000,1934190000,4691950000,4234360000,2300160000,8641970000,2340600000,2060660000,492615000
EQPA7,PNC,EQTL PARA PNC,Energia Elétrica,Energia Elétrica,8.00,2023-01-06,5.52,8.00,211,17672600000,19972800000,2022-09-30,2209070000,1278,406,755,204,139,1050,-482,11.0%,732,853,13.1%,063,197,32.2%,27.1%,16.0%,18.4%,23.8%,31.8%,156,097,068,12708400000,,,4349990000,,,1383290000,,,368115000,1934190000,4691950000,4234360000,2300160000,8641970000,2340600000,2060660000,492615000
EQTL3,ON NM,EQUATORIAL ENERGIA S.A. ON NM,Energia Elétrica,Energia Elétrica,26.75,2023-02-10,22.36,30.06,184494000,30209200000,53538900000,2022-09-30,1129320000,1294,186,487,111,043,471,-088,2.4%,729,862,25.5%,207,1442,31.2%,22.8%,10.2%,8.8%,10.3%,14.3%,154,191,038,70907200000,,,16283100000,,,2335210000,,,504261000,7802320000,18243700000,31132100000,23329700000,27272800000,6209330000,6880280000,1426820000
ESPA3,ON NM,ESPACOLASER ON NM,Comércio,Produtos Diversos,1.21,2023-02-10,1.15,6.01,5451420,437322000,1247090000,2022-09-30,361423000,-4348,064,898,053,021,151,-067,0.0%,1000,2562,8.4%,-003,189,33.2%,6.0%,-1.6%,2.3%,2.5%,-1.5%,165,129,039,2082390000,,,684239000,,,-10057000,,,-18821000,74486000,738543000,884256000,809770000,817438000,48677000,209996000,22994000
ESTR3,ON,ESTRELA ON,Viagens e Lazer,Brinquedos e Jogos,40.00,2021-07-12,0.00,0.00,0,32320000,132322000,2022-09-30,808000,-233,-007,184,017,011,-006,-005,0.0%,677,751,10.0%,-1716,-60570,50.7%,9.3%,-7.3%,5.8%,6.2%,2.8%,026,-021,062,305652000,,,-489405000,,,-13862000,,,-6946000,529000,181637000,100531000,100002000,189059000,17613000,73558000,14061000
ESTR4,PN,ESTRELA PN,Viagens e Lazer,Brinquedos e Jogos,39.99,2023-01-30,39.90,59.00,1636,32311900,132314000,2022-09-30,808000,-233,-007,183,017,011,-006,-005,0.0%,677,751,10.0%,-1716,-60570,50.7%,9.3%,-7.3%,5.8%,6.2%,2.8%,026,-021,062,305652000,,,-489405000,,,-13862000,,,-6946000,529000,181637000,100531000,100002000,189059000,17613000,73558000,14061000
ETER3,ON,ETERNIT ON,Construção e Engenharia,Produtos para Construção,13.65,2023-02-10,8.90,16.90,7055180,843256000,854660000,2022-09-30,61777000,477,128,417,072,071,196,462,7.3%,388,423,24.7%,286,1068,35.4%,17.4%,15.2%,17.0%,19.1%,26.8%,255,013,098,1187020000,,,659782000,,,176896000,,,41026000,72460000,709395000,83864000,11404000,1164370000,202038000,323048000,47738000
EUCA3,ON,EUCATEX ON,Madeira e Papel,Madeira,10.49,2023-02-10,9.67,16.15,138694,971573000,1464370000,2022-09-30,92619000,266,047,220,038,026,165,-398,6.8%,246,331,20.9%,395,2227,32.7%,17.1%,11.8%,12.0%,13.4%,17.7%,175,030,070,3685580000,,,2062360000,,,365503000,,,45047000,129405000,1379030000,622198000,492793000,2581190000,442095000,672808000,96585000
EUCA4,PN,EUCATEX PN,Madeira e Papel,Madeira,10.99,2023-02-10,6.08,11.00,1063820,1017880000,1510680000,2022-09-30,92619000,278,049,230,039,028,172,-417,7.2%,254,342,20.9%,395,2227,32.7%,17.1%,11.8%,12.0%,13.4%,17.7%,175,030,070,3685580000,,,2062360000,,,365503000,,,45047000,129405000,1379030000,622198000,492793000,2581190000,442095000,672808000,96585000
EVEN3,ON NM,Even ON NM,Construção Civil,Incorporações,4.59,2023-02-10,4.21,7.18,5546860,973080000,710319000,2022-09-30,212000000,667,050,382,041,015,035,101,3.3%,268,279,11.5%,069,913,24.3%,10.8%,10.5%,3.9%,4.5%,7.5%,248,024,037,6454900000,,,1936160000,,,145996000,,,31071000,736204000,4664630000,473443000,-262761000,2365570000,254922000,689468000,69194000
EZTC3,ON NM,EZTec ON NM,Construção Civil,Incorporações,13.26,2023-02-10,12.59,22.83,33017500,2930320000,2518360000,2022-09-30,220989000,801,066,1731,297,053,151,208,6.0%,1402,1488,30.6%,165,2023,39.0%,17.2%,39.1%,3.1%,3.7%,8.2%,547,011,018,5519040000,,,4470660000,,,365678000,,,105427000,886337000,2380630000,474385000,-411952000,986761000,169237000,280646000,54721000
FESA3,ON,FERBASA ON,Siderurgia e Metalurgia,Siderurgia,58.29,2023-02-02,40.75,60.00,3698,5148170000,4660130000,2022-09-30,88320000,449,169,384,166,130,404,661,8.4%,309,348,24.5%,1299,3443,50.2%,43.1%,36.9%,33.7%,44.4%,37.7%,394,011,078,3972030000,,,3040730000,,,1146860000,,,277255000,829461000,1709440000,341414000,-488047000,3107000000,1339030000,769499000,312576000
FESA4,PN,FERBASA PN,Siderurgia e Metalurgia,Siderurgia,57.82,2023-02-10,37.15,57.82,8449640,5106660000,4618620000,2022-09-30,88320000,445,168,381,164,129,400,655,9.3%,306,345,24.5%,1299,3443,50.2%,43.1%,36.9%,33.7%,44.4%,37.7%,394,011,078,3972030000,,,3040730000,,,1146860000,,,277255000,829461000,1709440000,341414000,-488047000,3107000000,1339030000,769499000,312576000
FHER3,ON NM,Fer Heringer ON NM,Químicos,Fertilizantes e Defensivos,17.30,2023-02-10,13.84,22.43,2143950,931726000,1123910000,2022-09-30,53857000,265,211,230,016,030,111,-309,0.0%,258,277,15.7%,653,821,11.3%,7.0%,6.1%,13.3%,19.4%,79.5%,157,050,189,3059690000,,,442020000,,,351546000,,,-110768000,29103000,2316460000,221286000,192183000,5786200000,405901000,1804590000,-55777000
FIGE3,ON,INVESTIMENTOS BEMGE ON,Outros,Outros,12.03,2022-08-25,6.02,12.03,0,28438900,-,2022-12-31,2364000,274,019,-,-,-,-,-,328.6%,-,-,19.0%,439,6273,-,-,0.0%,0.0%,-,7.0%,-,-,-,150924000,0,0,148304000,21748000,0,10370000,4645000,0,-290000,,,,,,,,
FIGE4,PN,INVESTIMENTOS BEMGE PN,Outros,Outros,38.01,2016-03-01,0.00,0.00,0,89855600,-,2022-12-31,2364000,866,061,-,-,-,-,-,114.4%,-,-,19.0%,439,6273,-,-,0.0%,0.0%,-,7.0%,-,-,-,150924000,0,0,148304000,21748000,0,10370000,4645000,0,-290000,,,,,,,,
FIQE3,ON NM,UNIFIQUE ON NM,Telecomunicações,Telecomunicações,3.10,2023-02-10,3.10,6.03,715807,1122350000,884226000,2022-09-30,362050000,930,113,700,178,059,287,-805,2.7%,288,552,-,033,275,47.1%,25.4%,19.1%,8.4%,13.2%,12.1%,205,038,033,1899390000,,,994630000,,,120737000,,,31132000,616546000,765285000,378418000,-238128000,631270000,160286000,177190000,44320000
FLRY3,ON NM,FLEURY ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,14.50,2023-02-10,13.34,19.39,44553400,5324360000,8166200000,2022-09-30,367197000,1531,278,717,122,078,1056,-176,6.0%,691,1100,14.2%,095,521,28.3%,17.0%,8.0%,10.9%,13.0%,18.2%,138,189,064,6784000000,,,1914900000,,,347773000,,,96006000,775474000,1830220000,3617320000,2841850000,4366240000,742682000,1146630000,213481000
FRAS3,ON,FRAS-LE S.A. ON,Material de Transporte,Material Rodoviário,10.31,2023-02-10,9.00,14.11,2809790,2783860000,2700460000,2022-09-30,270016000,1452,155,724,093,074,183,753,3.4%,540,702,32.2%,071,666,28.9%,12.8%,6.3%,10.2%,16.2%,10.7%,292,052,080,3753700000,,,1798950000,,,191759000,,,74619000,1016790000,2317680000,933392000,-83402000,2996430000,384650000,823928000,125413000
FRIO3,ON NM,Metalfrio ON NM,Máquinas e Equipamentos,Máq. e Equip. Industriais,25.30,2023-02-01,25.25,45.01,287,103907000,1201010000,2022-03-31,4107000,-169,-047,077,005,006,-026,-014,0.0%,605,887,16.1%,-1495,-5431,18.1%,6.5%,-3.0%,7.4%,12.0%,27.5%,076,-586,114,1828980000,,,-223039000,,,-61411000,,,676000,210087000,1265930000,1307190000,1097100000,2081130000,135432000,502794000,38671000
FRTA3,ON NM,POMIFRUTAS ON NM,Agropecuária,Agricultura,2.55,2023-02-10,2.31,4.87,3594,5236700,65697700,2022-09-30,2053610,-151,-008,-099,074,018,-006,-005,0.0%,-1370,-1240,-14.5%,-169,-3322,9.4%,-74.4%,-48.7%,-17.8%,-21.4%,5.1%,003,-089,024,29694000,,,-68217000,,,-3465000,,,-2857000,305000,2676000,60766000,60461000,7118000,-5299000,210000,-2298000
GEPA3,ON,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA ON",Energia Elétrica,Energia Elétrica,25.59,2023-02-03,19.86,29.27,5854,2416540000,3200180000,2022-09-30,94433000,1623,117,688,179,064,-528,-182,9.4%,594,911,-0.4%,158,2185,29.8%,26.0%,11.0%,9.4%,11.3%,7.2%,044,046,036,3757260000,,,2063530000,,,148900000,,,56571000,162813000,365052000,946456000,783643000,1353420000,351450000,360020000,107475000
GEPA4,PN,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA PN",Energia Elétrica,Energia Elétrica,25.10,2023-02-09,21.48,29.45,11805,2370270000,3153910000,2022-09-30,94433000,1592,115,674,175,063,-518,-178,9.6%,585,897,-0.4%,158,2185,29.8%,26.0%,11.0%,9.4%,11.3%,7.2%,044,046,036,3757260000,,,2063530000,,,148900000,,,56571000,162813000,365052000,946456000,783643000,1353420000,351450000,360020000,107475000
GETT3,ON,GETNET BR ON,Serviços Financeiros Diversos,Serviços Financeiros Diversos,2.40,2022-12-28,1.55,2.40,22276,4480130000,5088970000,2022-09-30,1866720000,755,124,604,134,008,313,336,1.0%,478,686,-,032,194,41.4%,22.1%,17.7%,1.3%,1.4%,16.4%,103,034,006,55295400000,,,3618060000,,,593711000,,,124349000,626329000,53007600000,1235160000,608834000,3352170000,741808000,832871000,180714000
GETT4,PN,GETNET BR PN,Serviços Financeiros Diversos,Serviços Financeiros Diversos,2.40,2022-12-28,1.57,2.47,22711,4480130000,5088970000,2022-09-30,1866720000,755,124,604,134,008,313,336,1.1%,478,686,-,032,194,41.4%,22.1%,17.7%,1.3%,1.4%,16.4%,103,034,006,55295400000,,,3618060000,,,593711000,,,124349000,626329000,53007600000,1235160000,608834000,3352170000,741808000,832871000,180714000
GFSA3,ON,GAFISA ON,Construção Civil,Incorporações,9.81,2023-02-10,5.52,30.70,102588000,501683000,2140500000,2022-09-30,51140000,-1645,029,-5952,049,009,026,-407,0.0%,8907,-25395,11.7%,-060,3405,16.7%,-0.8%,-3.0%,-0.1%,-0.2%,-1.8%,193,128,018,5869300000,,,1741480000,,,-30498000,,,-49364000,586336000,4003780000,2225160000,1638820000,1032420000,-8428990,351650000,-16521000
GGBR3,ON N1,GERDAU S.A. ON N1,Siderurgia e Metalurgia,Siderurgia,23.97,2023-02-10,15.59,26.98,1069220,40111300000,44376800000,2022-09-30,1673400000,291,082,213,047,050,192,560,15.6%,206,236,20.1%,823,2939,24.4%,21.9%,16.1%,23.6%,30.3%,28.0%,225,026,108,79772300000,,,49188200000,,,13766300000,,,3010860000,8590130000,37557600000,12855600000,4265480000,86003100000,18811900000,21149200000,4182780000
GGBR4,PN N1,GERDAU S.A. PN N1,Siderurgia e Metalurgia,Siderurgia,28.32,2023-02-10,19.70,33.50,353030000,47390600000,51656100000,2022-09-30,1673400000,344,096,252,055,059,227,662,13.2%,240,275,20.1%,823,2939,24.4%,21.9%,16.1%,23.6%,30.3%,28.0%,225,026,108,79772300000,,,49188200000,,,13766300000,,,3010860000,8590130000,37557600000,12855600000,4265480000,86003100000,18811900000,21149200000,4182780000
GGPS3,ON NM,GPS ON NM,Serviços Diversos,Serviços Diversos,11.83,2023-02-10,10.35,17.51,16960900,7922660000,8497200000,2022-09-30,669709000,1473,316,1015,092,106,451,-627,0.0%,876,1088,-,080,375,16.1%,9.0%,5.3%,10.4%,12.8%,21.4%,189,074,115,7497730000,,,2510920000,,,537907000,,,118708000,1295590000,3720970000,1870130000,574543000,8658240000,780887000,2426560000,272496000
GMAT3,ON NM,GRUPO MATEUS ON NM,Comércio e Distribuição,Alimentos,6.36,2023-02-10,3.28,7.70,41136400,14051400000,16515400000,2022-09-30,2209350000,1482,197,1229,070,113,247,515,0.0%,1135,1444,33.6%,043,324,22.4%,5.7%,4.8%,9.2%,11.1%,13.3%,357,044,163,12387800000,,,7148330000,,,948070000,,,287252000,694792000,7886770000,3158710000,2463920000,20145000000,1143330000,5923130000,360718000
GNDI3,ON NM,INTERMEDICA ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,66.95,2022-02-11,55.49,85.40,0,41526500000,43473000000,2021-09-30,620261000,-358482,584,8705,342,238,7965,-621,2.4%,5088,9113,25.2%,-002,1147,18.5%,3.9%,-0.1%,2.7%,3.1%,-0.2%,117,053,069,17466000000,,,7116080000,,,-11584000,,,-90684000,1832990000,3660280000,3779540000,1946550000,12131600000,477037000,3220490000,45370000
GOAU3,ON N1,METALÚRGICA GERDAU ON N1,Siderurgia e Metalurgia,Siderurgia,11.84,2023-02-10,8.10,13.70,2447520,12240700000,16054700000,2022-09-30,1033840000,260,073,065,014,015,057,161,11.1%,074,085,20.1%,455,1615,24.4%,21.9%,16.7%,23.4%,30.3%,28.2%,228,077,107,80267100000,,,16695000000,,,4701090000,,,1007090000,9041540000,38044100000,12855600000,3814060000,86003100000,18799400000,21149200000,4179840000
GOAU4,PN N1,METALÚRGICA GERDAU PN N1,Siderurgia e Metalurgia,Siderurgia,12.47,2023-02-10,8.66,14.73,117816000,12892000000,16706100000,2022-09-30,1033840000,274,077,069,015,016,060,169,10.5%,078,089,20.1%,455,1615,24.4%,21.9%,16.7%,23.4%,30.3%,28.2%,228,077,107,80267100000,,,16695000000,,,4701090000,,,1007090000,9041540000,38044100000,12855600000,3814060000,86003100000,18799400000,21149200000,4179840000
GOLL4,PN,GOL LINHAS AEREAS INTELIGENTES SA PN,Transporte,Transporte Aéreo,6.29,2023-02-10,6.13,19.71,86973000,2633330000,13528700000,2022-09-30,418653000,-057,-012,-152,020,016,-025,-007,0.0%,-15490,-783,-3.6%,-1099,-5189,7.0%,-12.9%,-34.4%,-10.5%,-12.3%,21.2%,023,-052,081,16501700000,,,-21723400000,,,-4601710000,,,-1548870000,494486000,3087440000,11389900000,10895400000,13394400000,-1727810000,4009610000,130719000
GPAR3,ON,CELGPAR ON,Energia Elétrica,Energia Elétrica,45.00,2023-01-24,14.95,45.00,1620,3506760000,2759830000,2022-09-30,77928000,413,300,6918,1851,273,506,524,50.5%,5376,5445,-3.3%,1090,1501,42.1%,26.8%,448.3%,3.9%,9.5%,72.6%,874,-,015,1284120000,,,1169910000,,,849187000,,,13841000,746929000,783163000,0,-746929000,189431000,50690000,-2272000,-14444000
GRND3,ON,GRENDENE SA ON,"Tecidos, Vestuário e Calçados",Calçados,6.33,2023-02-10,5.90,10.10,9029830,5710670000,4685310000,2022-09-30,902160000,958,134,1843,225,121,225,229,4.8%,1170,1512,3.1%,066,473,40.5%,12.2%,23.5%,6.6%,8.9%,14.0%,735,003,054,4722100000,,,4269370000,,,596029000,,,174241000,1171630000,2942570000,146265000,-1025360000,2538830000,309921000,713867000,80615000
GSHP3,ON NM,Generalshopp ON NM,Exploração de Imóveis,Exploração de Imóveis,16.80,2023-02-02,15.30,30.20,4589,32403300,1716870000,2022-09-30,1928770,-019,-004,058,021,002,-151,-002,0.0%,2887,3057,-10.3%,-9049,-42707,72.0%,36.6%,-113.6%,3.7%,4.1%,21.2%,092,-224,010,1528170000,,,-823709000,,,-174543000,,,-85523000,160308000,250595000,1844780000,1684470000,153604000,56155000,35914000,13194000
GUAR3,ON,GUARARAPES CONFECÇÕES ON,Comércio,"Tecidos, Vestuário e Calçados",4.33,2023-02-10,4.20,13.09,15172000,2161540000,4440600000,2022-09-30,499200000,850,042,726,026,016,079,-360,3.2%,502,1492,2.7%,051,1033,57.9%,3.6%,3.0%,2.1%,2.5%,4.9%,151,068,060,13843100000,,,5158500000,,,254342000,,,3478000,1218470000,8083850000,3497530000,2279060000,8358040000,297598000,1977980000,71344000
HAGA3,ON,HAGA ON,Construção e Engenharia,Produtos para Construção,2.66,2023-02-10,2.56,11.45,32778,31654000,20744800,2022-09-30,11900000,885,-050,-949,111,053,152,-044,0.0%,-1143,-622,12.1%,030,-527,19.9%,-11.7%,12.5%,-5.6%,-16.4%,-5.7%,172,-043,048,59242200,,,-62754000,,,3577350,,,338975,37621200,49784400,26712000,-10909200,28552100,-3335560,8207820,-139950
